"Notes"	"States"	"States Code"	"Year"	"Year Code"	Count	Population	Age-Adjusted Rate	Crude Rate
	"New Jersey"	"34"	"2021"	"2021"	2723	9267961	23.0918	29.3808
	"New Mexico"	"35"	"1999"	"1999"	287	1808082	16.7669	15.8732
	"New Mexico"	"35"	"2000"	"2000"	351	1821204	20.1280	19.2730
	"New Mexico"	"35"	"2001"	"2001"	385	1831690	21.6355	21.0188
	"New Mexico"	"35"	"2002"	"2002"	353	1855309	19.5149	19.0265
	"New Mexico"	"35"	"2003"	"2003"	354	1877574	19.1024	18.8541
	"New Mexico"	"35"	"2004"	"2004"	355	1903808	18.7137	18.6468
	"New Mexico"	"35"	"2005"	"2005"	396	1932274	20.2650	20.4940
	"New Mexico"	"35"	"2006"	"2006"	381	1962137	18.7953	19.4176
	"New Mexico"	"35"	"2007"	"2007"	369	1990070	17.5188	18.5421
	"New Mexico"	"35"	"2008"	"2008"	519	2010662	24.2941	25.8124
	"New Mexico"	"35"	"2009"	"2009"	451	2036802	20.6587	22.1426
	"New Mexico"	"35"	"2010"	"2010"	492	2064960	22.2211	23.8261
	"New Mexico"	"35"	"2011"	"2011"	383	2082326	16.7272	18.3929
	"New Mexico"	"35"	"2012"	"2012"	406	2090451	17.6723	19.4216
	"New Mexico"	"35"	"2013"	"2013"	367	2096715	15.6697	17.5036
	"New Mexico"	"35"	"2014"	"2014"	404	2095241	16.7532	19.2818
	"New Mexico"	"35"	"2015"	"2015"	455	2096226	18.3896	21.7057
	"New Mexico"	"35"	"2016"	"2016"	467	2099738	18.5923	22.2409
	"New Mexico"	"35"	"2017"	"2017"	521	2100953	20.6714	24.7983
	"New Mexico"	"35"	"2018"	"2018"	442	2103001	16.9890	21.0176
	"New Mexico"	"35"	"2019"	"2019"	494	2110085	18.6944	23.4114
	"New Mexico"	"35"	"2020"	"2020"	465	2118390	17.1375	21.9506
	"New Mexico"	"35"	"2021"	"2021"	509	2116677	18.7461	24.0471
	"New York"	"36"	"1999"	"1999"	2147	18882725	11.2458	11.3702
	"New York"	"36"	"2000"	"2000"	2483	19001780	12.8343	13.0672
	"New York"	"36"	"2001"	"2001"	2726	19082838	13.9779	14.2851
	"New York"	"36"	"2002"	"2002"	2865	19137800	14.5366	14.9704
	"New York"	"36"	"2003"	"2003"	2718	19175939	13.6431	14.1740
	"New York"	"36"	"2004"	"2004"	3254	19171567	16.2139	16.9731
	"New York"	"36"	"2005"	"2005"	3552	19132610	17.6875	18.5652
	"New York"	"36"	"2006"	"2006"	3908	19104631	19.2905	20.4558
	"New York"	"36"	"2007"	"2007"	3619	19132335	17.6399	18.9156
	"New York"	"36"	"2008"	"2008"	3942	19212436	19.0701	20.5180
	"New York"	"36"	"2009"	"2009"	4198	19307066	20.0001	21.7433
	"New York"	"36"	"2010"	"2010"	3920	19419863	18.4789	20.1855
	"New York"	"36"	"2011"	"2011"	4419	19601165	20.3235	22.5446
	"New York"	"36"	"2012"	"2012"	4227	19758027	19.1161	21.3938
	"New York"	"36"	"2013"	"2013"	4733	19893001	21.0933	23.7923
	"New York"	"36"	"2014"	"2014"	4628	20002920	20.3640	23.1366
	"New York"	"36"	"2015"	"2015"	4593	20090146	19.7512	22.8620
	"New York"	"36"	"2016"	"2016"	4638	20152006	19.6234	23.0151
	"New York"	"36"	"2017"	"2017"	4751	20190421	19.9292	23.5310
	"New York"	"36"	"2018"	"2018"	4764	20222058	19.4257	23.5584
	"New York"	"36"	"2019"	"2019"	4961	20221642	20.1184	24.5331
	"New York"	"36"	"2020"	"2020"	4275	20108296	17.1663	21.2599
	"New York"	"36"	"2021"	"2021"	4830	19857492	19.4654	24.3233
	"North Carolina"	"37"	"1999"	"1999"	1225	7949361	15.5457	15.4100
	"North Carolina"	"37"	"2000"	"2000"	1368	8081614	16.9887	16.9273
	"North Carolina"	"37"	"2001"	"2001"	1218	8210122	14.9209	14.8353
	"North Carolina"	"37"	"2002"	"2002"	1458	8326201	17.4964	17.5110
	"North Carolina"	"37"	"2003"	"2003"	1524	8422501	17.9069	18.0944
	"North Carolina"	"37"	"2004"	"2004"	1671	8553152	19.3025	19.5367
	"North Carolina"	"37"	"2005"	"2005"	1950	8705407	22.0040	22.3999
	"North Carolina"	"37"	"2006"	"2006"	1911	8917270	20.8782	21.4303
	"North Carolina"	"37"	"2007"	"2007"	2130	9118037	22.6516	23.3603
	"North Carolina"	"37"	"2008"	"2008"	2384	9309449	24.6346	25.6084
	"North Carolina"	"37"	"2009"	"2009"	2633	9449566	26.8110	27.8637
	"North Carolina"	"37"	"2010"	"2010"	2474	9571277	24.5662	25.8482
	"North Carolina"	"37"	"2011"	"2011"	2486	9642058	24.1121	25.7829
	"North Carolina"	"37"	"2012"	"2012"	2705	9721096	25.6194	27.8261
	"North Carolina"	"37"	"2013"	"2013"	2930	9801964	27.1618	29.8920
	"North Carolina"	"37"	"2014"	"2014"	3053	9878202	27.7275	30.9064
	"North Carolina"	"37"	"2015"	"2015"	3382	9963875	29.9715	33.9426
	"North Carolina"	"37"	"2016"	"2016"	3280	10073791	28.7599	32.5597
	"North Carolina"	"37"	"2017"	"2017"	3346	10172753	28.4430	32.8918
	"North Carolina"	"37"	"2018"	"2018"	3319	10273719	27.5907	32.3057
	"North Carolina"	"37"	"2019"	"2019"	3723	10369674	30.4895	35.9028
	"North Carolina"	"37"	"2020"	"2020"	3280	10449445	25.9570	31.3892
	"North Carolina"	"37"	"2021"	"2021"	3964	10565885	31.2110	37.5170
	"North Dakota"	"38"	"1999"	"1999"	72	644259	10.7507	11.1756
	"North Dakota"	"38"	"2000"	"2000"	55	642023	7.8375	8.5667
	"North Dakota"	"38"	"2001"	"2001"	86	639062	12.8529	13.4572
	"North Dakota"	"38"	"2002"	"2002"	79	638168	11.5501	12.3792
	"North Dakota"	"38"	"2003"	"2003"	104	638817	15.1288	16.2801
	"North Dakota"	"38"	"2004"	"2004"	104	644705	15.3909	16.1314
	"North Dakota"	"38"	"2005"	"2005"	104	646089	15.3377	16.0969
	"North Dakota"	"38"	"2006"	"2006"	121	649422	17.2327	18.6320
	"North Dakota"	"38"	"2007"	"2007"	155	652822	22.2118	23.7431
	"North Dakota"	"38"	"2008"	"2008"	140	657569	19.6990	21.2905
	"North Dakota"	"38"	"2009"	"2009"	177	664968	24.1318	26.6178
	"North Dakota"	"38"	"2010"	"2010"	189	675050	25.4733	27.9979
	"North Dakota"	"38"	"2011"	"2011"	191	687105	24.4401	27.7978
	"North Dakota"	"38"	"2012"	"2012"	183	705060	23.9790	25.9552
	"North Dakota"	"38"	"2013"	"2013"	201	727366	25.1897	27.6340
	"North Dakota"	"38"	"2014"	"2014"	174	744371	22.2574	23.3754
	"North Dakota"	"38"	"2015"	"2015"	226	762686	28.6327	29.6321
	"North Dakota"	"38"	"2016"	"2016"	195	764570	23.6971	25.5045
	"North Dakota"	"38"	"2017"	"2017"	216	766510	26.4515	28.1797
	"North Dakota"	"38"	"2018"	"2018"	205	771293	24.4722	26.5787
	"North Dakota"	"38"	"2019"	"2019"	201	776433	23.5008	25.8876
	"North Dakota"	"38"	"2020"	"2020"	235	779518	28.7863	30.1468
	"North Dakota"	"38"	"2021"	"2021"	313	777934	36.6111	40.2348
	"Ohio"	"39"	"1999"	"1999"	1679	11335454	14.5392	14.8119
	"Ohio"	"39"	"2000"	"2000"	1730	11363543	14.8691	15.2241
	"Ohio"	"39"	"2001"	"2001"	1992	11387404	17.0043	17.4930
	"Ohio"	"39"	"2002"	"2002"	2144	11407889	18.1111	18.7940
	"Ohio"	"39"	"2003"	"2003"	2087	11434788	17.4156	18.2513
	"Ohio"	"39"	"2004"	"2004"	2270	11452251	18.9502	19.8214
	"Ohio"	"39"	"2005"	"2005"	2668	11463320	22.1261	23.2742
	"Ohio"	"39"	"2006"	"2006"	2514	11481213	20.4426	21.8966
	"Ohio"	"39"	"2007"	"2007"	2626	11500468	21.0914	22.8339
	"Ohio"	"39"	"2008"	"2008"	2743	11515391	21.9136	23.8203
	"Ohio"	"39"	"2009"	"2009"	2814	11528896	22.3539	24.4082
	"Ohio"	"39"	"2010"	"2010"	2682	11542128	20.9331	23.2366
	"Ohio"	"39"	"2011"	"2011"	2825	11559008	21.8734	24.4398
	"Ohio"	"39"	"2012"	"2012"	2767	11574520	21.3342	23.9060
	"Ohio"	"39"	"2013"	"2013"	2845	11613299	21.3480	24.4978
	"Ohio"	"39"	"2014"	"2014"	3326	11649926	24.6676	28.5495
	"Ohio"	"39"	"2015"	"2015"	3643	11675407	26.8786	31.2023
	"Ohio"	"39"	"2016"	"2016"	3880	11702662	28.3751	33.1548
	"Ohio"	"39"	"2017"	"2017"	3646	11737441	26.0566	31.0630
	"Ohio"	"39"	"2018"	"2018"	3780	11762453	26.7845	32.1362
	"Ohio"	"39"	"2019"	"2019"	4089	11788224	28.5118	34.6872
	"Ohio"	"39"	"2020"	"2020"	3659	11797517	25.3244	31.0150
	"Ohio"	"39"	"2021"	"2021"	4368	11764342	29.8425	37.1291
	"Oklahoma"	"40"	"1999"	"1999"	394	3437147	11.3571	11.4630
	"Oklahoma"	"40"	"2000"	"2000"	455	3454365	12.9685	13.1717
	"Oklahoma"	"40"	"2001"	"2001"	485	3467100	13.7786	13.9886
	"Oklahoma"	"40"	"2002"	"2002"	562	3489080	15.6895	16.1074
	"Oklahoma"	"40"	"2003"	"2003"	680	3504892	18.8106	19.4015
	"Oklahoma"	"40"	"2004"	"2004"	681	3525233	18.8073	19.3179
	"Oklahoma"	"40"	"2005"	"2005"	675	3548597	18.3814	19.0216
	"Oklahoma"	"40"	"2006"	"2006"	717	3594090	19.0971	19.9494
	"Oklahoma"	"40"	"2007"	"2007"	863	3634349	22.7368	23.7457
	"Oklahoma"	"40"	"2008"	"2008"	705	3668976	18.2413	19.2152
	"Oklahoma"	"40"	"2009"	"2009"	734	3717572	18.4748	19.7441
	"Oklahoma"	"40"	"2010"	"2010"	657	3759526	16.3870	17.4756
	"Oklahoma"	"40"	"2011"	"2011"	709	3786469	17.6591	18.7246
	"Oklahoma"	"40"	"2012"	"2012"	829	3815060	20.3038	21.7297
	"Oklahoma"	"40"	"2013"	"2013"	874	3847764	21.0881	22.7145
	"Oklahoma"	"40"	"2014"	"2014"	1042	3871075	24.7743	26.9176
	"Oklahoma"	"40"	"2015"	"2015"	1015	3900539	23.8486	26.0220
	"Oklahoma"	"40"	"2016"	"2016"	1129	3916227	26.1736	28.8288
	"Oklahoma"	"40"	"2017"	"2017"	1048	3919641	23.8689	26.7371
	"Oklahoma"	"40"	"2018"	"2018"	947	3927760	21.3985	24.1104
	"Oklahoma"	"40"	"2019"	"2019"	978	3943416	21.8826	24.8008
	"Oklahoma"	"40"	"2020"	"2020"	990	3964912	21.8874	24.9690
	"Oklahoma"	"40"	"2021"	"2021"	1022	3991225	22.2684	25.6062
	"Oregon"	"41"	"1999"	"1999"	805	3393941	23.2921	23.7187
	"Oregon"	"41"	"2000"	"2000"	876	3429708	25.0434	25.5415
	"Oregon"	"41"	"2001"	"2001"	907	3467937	25.4488	26.1539
	"Oregon"	"41"	"2002"	"2002"	916	3513424	25.1302	26.0714
	"Oregon"	"41"	"2003"	"2003"	869	3547376	23.3682	24.4970
	"Oregon"	"41"	"2004"	"2004"	1052	3569463	27.9619	29.4722
	"Oregon"	"41"	"2005"	"2005"	1103	3613202	28.3177	30.5269
	"Oregon"	"41"	"2006"	"2006"	1047	3670883	26.3285	28.5217
	"Oregon"	"41"	"2007"	"2007"	1070	3722417	26.2064	28.7448
	"Oregon"	"41"	"2008"	"2008"	1264	3768748	30.6816	33.5390
	"Oregon"	"41"	"2009"	"2009"	1087	3808600	25.8664	28.5407
	"Oregon"	"41"	"2010"	"2010"	1228	3837741	28.4600	31.9980
	"Oregon"	"41"	"2011"	"2011"	1248	3873101	28.7604	32.2222
	"Oregon"	"41"	"2012"	"2012"	1259	3900726	28.2560	32.2760
	"Oregon"	"41"	"2013"	"2013"	1401	3924800	30.7607	35.6961
	"Oregon"	"41"	"2014"	"2014"	1465	3966087	31.5252	36.9382
	"Oregon"	"41"	"2015"	"2015"	1432	4019120	29.5131	35.6297
	"Oregon"	"41"	"2016"	"2016"	1326	4093653	27.3449	32.3916
	"Oregon"	"41"	"2017"	"2017"	1385	4147332	27.6099	33.3950
	"Oregon"	"41"	"2018"	"2018"	1256	4183420	24.4372	30.0233
	"Oregon"	"41"	"2019"	"2019"	1486	4215984	28.5274	35.2468
	"Oregon"	"41"	"2020"	"2020"	1181	4244795	22.5724	27.8223
	"Oregon"	"41"	"2021"	"2021"	1157	4256301	21.3423	27.1832
	"Pennsylvania"	"42"	"1999"	"1999"	2032	12263805	15.0379	16.5691
	"Pennsylvania"	"42"	"2000"	"2000"	2205	12284173	16.2381	17.9499
	"Pennsylvania"	"42"	"2001"	"2001"	2459	12298970	18.1462	19.9935
	"Pennsylvania"	"42"	"2002"	"2002"	2549	12331031	18.6367	20.6714
	"Pennsylvania"	"42"	"2003"	"2003"	2676	12374658	19.4257	21.6248
	"Pennsylvania"	"42"	"2004"	"2004"	2661	12410722	19.1075	21.4411
	"Pennsylvania"	"42"	"2005"	"2005"	2782	12449990	19.8547	22.3454
	"Pennsylvania"	"42"	"2006"	"2006"	2798	12510809	19.6623	22.3647
	"Pennsylvania"	"42"	"2007"	"2007"	2731	12563937	19.0310	21.7368
	"Pennsylvania"	"42"	"2008"	"2008"	2898	12612285	19.8538	22.9776
	"Pennsylvania"	"42"	"2009"	"2009"	3293	12666858	22.2391	25.9970
	"Pennsylvania"	"42"	"2010"	"2010"	3432	12716726	22.8299	26.9881
	"Pennsylvania"	"42"	"2011"	"2011"	3541	12773677	23.3438	27.7211
	"Pennsylvania"	"42"	"2012"	"2012"	3567	12816841	23.3457	27.8306
	"Pennsylvania"	"42"	"2013"	"2013"	4133	12848096	26.8531	32.1682
	"Pennsylvania"	"42"	"2014"	"2014"	4357	12881526	27.7856	33.8236
	"Pennsylvania"	"42"	"2015"	"2015"	4393	12899483	27.8804	34.0556
	"Pennsylvania"	"42"	"2016"	"2016"	4101	12918474	25.5951	31.7452
	"Pennsylvania"	"42"	"2017"	"2017"	3841	12944712	23.4666	29.6723
	"Pennsylvania"	"42"	"2018"	"2018"	3814	12980055	23.1337	29.3835
	"Pennsylvania"	"42"	"2019"	"2019"	4003	12990948	23.9491	30.8138
	"Pennsylvania"	"42"	"2020"	"2020"	3373	12994440	20.0097	25.9573
	"Pennsylvania"	"42"	"2021"	"2021"	3291	13012059	19.3359	25.2919
	"Rhode Island"	"44"	"1999"	"1999"	225	1040402	20.1168	21.6263
	"Rhode Island"	"44"	"2000"	"2000"	252	1050268	22.6301	23.9939
	"Rhode Island"	"44"	"2001"	"2001"	277	1057142	24.3636	26.2027
	"Rhode Island"	"44"	"2002"	"2002"	326	1065995	28.7496	30.5818
	"Rhode Island"	"44"	"2003"	"2003"	297	1071342	25.7850	27.7222
	"Rhode Island"	"44"	"2004"	"2004"	271	1074579	23.2464	25.2192
	"Rhode Island"	"44"	"2005"	"2005"	283	1067916	24.5323	26.5002
	"Rhode Island"	"44"	"2006"	"2006"	308	1063096	26.6330	28.9720
	"Rhode Island"	"44"	"2007"	"2007"	253	1057315	21.4193	23.9285
	"Rhode Island"	"44"	"2008"	"2008"	269	1055003	22.3681	25.4976
	"Rhode Island"	"44"	"2009"	"2009"	287	1053646	23.8553	27.2388
	"Rhode Island"	"44"	"2010"	"2010"	299	1054925	25.0350	28.3432
	"Rhode Island"	"44"	"2011"	"2011"	277	1058765	23.3288	26.1626
	"Rhode Island"	"44"	"2012"	"2012"	308	1063778	24.4841	28.9534
	"Rhode Island"	"44"	"2013"	"2013"	340	1068360	26.1077	31.8245
	"Rhode Island"	"44"	"2014"	"2014"	386	1073243	30.2702	35.9658
	"Rhode Island"	"44"	"2015"	"2015"	332	1077549	25.3963	30.8107
	"Rhode Island"	"44"	"2016"	"2016"	324	1082407	24.4485	29.9333
	"Rhode Island"	"44"	"2017"	"2017"	329	1084973	24.3311	30.3233
	"Rhode Island"	"44"	"2018"	"2018"	314	1091774	23.0602	28.7605
	"Rhode Island"	"44"	"2019"	"2019"	334	1094557	23.9058	30.5146
	"Rhode Island"	"44"	"2020"	"2020"	236	1096345	16.8666	21.5261
	"Rhode Island"	"44"	"2021"	"2021"	261	1096985	18.3793	23.7925
	"South Carolina"	"45"	"1999"	"1999"	712	3974682	18.1730	17.9134
	"South Carolina"	"45"	"2000"	"2000"	674	4024223	16.8801	16.7486
	"South Carolina"	"45"	"2001"	"2001"	741	4064995	18.2269	18.2288
	"South Carolina"	"45"	"2002"	"2002"	878	4107795	21.2413	21.3740
	"South Carolina"	"45"	"2003"	"2003"	935	4150297	22.0783	22.5285
	"South Carolina"	"45"	"2004"	"2004"	978	4210921	22.7913	23.2253
	"South Carolina"	"45"	"2005"	"2005"	1079	4270150	24.4604	25.2684
	"South Carolina"	"45"	"2006"	"2006"	1075	4357847	23.6156	24.6681
	"South Carolina"	"45"	"2007"	"2007"	1124	4444110	23.9069	25.2919
	"South Carolina"	"45"	"2008"	"2008"	1175	4528996	24.3145	25.9439
	"South Carolina"	"45"	"2009"	"2009"	1277	4589872	25.8503	27.8221
	"South Carolina"	"45"	"2010"	"2010"	1216	4634069	24.0201	26.2404
	"South Carolina"	"45"	"2011"	"2011"	1159	4663322	22.4728	24.8535
	"South Carolina"	"45"	"2012"	"2012"	1301	4701891	24.3663	27.6697
	"South Carolina"	"45"	"2013"	"2013"	1346	4741212	24.8529	28.3894
	"South Carolina"	"45"	"2014"	"2014"	1360	4793110	24.4206	28.3741
	"South Carolina"	"45"	"2015"	"2015"	1459	4853451	25.8015	30.0611
	"South Carolina"	"45"	"2016"	"2016"	1565	4911300	26.7107	31.8653
	"South Carolina"	"45"	"2017"	"2017"	1577	4965865	26.0948	31.7568
	"South Carolina"	"45"	"2018"	"2018"	1560	5021106	25.4397	31.0689
	"South Carolina"	"45"	"2019"	"2019"	1433	5077557	22.4358	28.2222
	"South Carolina"	"45"	"2020"	"2020"	1509	5131848	23.2193	29.4046
	"South Carolina"	"45"	"2021"	"2021"	1558	5193266	23.6962	30.0004
	"South Dakota"	"46"	"1999"	"1999"	Missing	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	Missing	Missing	Missing	Missing
	"South Dakota"	"46"	"2001"	"2001"	102	757972	12.9535	13.4570
	"South Dakota"	"46"	"2002"	"2002"	158	760020	19.7770	20.7889
	"South Dakota"	"46"	"2003"	"2003"	127	763729	15.9104	16.6289
	"South Dakota"	"46"	"2004"	"2004"	137	770396	16.9080	17.7831
	"South Dakota"	"46"	"2005"	"2005"	121	775493	14.5345	15.6030
	"South Dakota"	"46"	"2006"	"2006"	154	783033	18.5672	19.6671
	"South Dakota"	"46"	"2007"	"2007"	144	791623	17.0800	18.1905
	"South Dakota"	"46"	"2008"	"2008"	143	799124	16.8329	17.8946
	"South Dakota"	"46"	"2009"	"2009"	168	807067	18.8409	20.8161
	"South Dakota"	"46"	"2010"	"2010"	194	816075	22.3722	23.7723
	"South Dakota"	"46"	"2011"	"2011"	213	823139	23.0483	25.8766
	"South Dakota"	"46"	"2012"	"2012"	233	832774	25.9565	27.9788
	"South Dakota"	"46"	"2013"	"2013"	217	841107	23.1970	25.7993
	"South Dakota"	"46"	"2014"	"2014"	259	847504	28.3134	30.5603
	"South Dakota"	"46"	"2015"	"2015"	251	851959	26.7377	29.4615
	"South Dakota"	"46"	"2016"	"2016"	258	860454	27.1389	29.9842
	"South Dakota"	"46"	"2017"	"2017"	296	869948	29.7861	34.0250
	"South Dakota"	"46"	"2018"	"2018"	328	875092	32.2401	37.4818
	"South Dakota"	"46"	"2019"	"2019"	307	882398	28.5777	34.7916
	"South Dakota"	"46"	"2020"	"2020"	292	887799	27.9057	32.8903
	"South Dakota"	"46"	"2021"	"2021"	350	896164	33.6734	39.0554
	"Tennessee"	"47"	"1999"	"1999"	658	5638706	11.5793	11.6693
	"Tennessee"	"47"	"2000"	"2000"	643	5703719	11.1698	11.2733
	"Tennessee"	"47"	"2001"	"2001"	720	5750789	12.2584	12.5200
	"Tennessee"	"47"	"2002"	"2002"	738	5795918	12.4319	12.7331
	"Tennessee"	"47"	"2003"	"2003"	710	5847812	11.8293	12.1413
	"Tennessee"	"47"	"2004"	"2004"	1246	5910809	20.3312	21.0800
	"Tennessee"	"47"	"2005"	"2005"	1342	5991057	21.3667	22.4001
	"Tennessee"	"47"	"2006"	"2006"	1407	6088766	22.0450	23.1081
	"Tennessee"	"47"	"2007"	"2007"	1500	6175727	22.9659	24.2886
	"Tennessee"	"47"	"2008"	"2008"	1352	6247411	20.3648	21.6410
	"Tennessee"	"47"	"2009"	"2009"	1711	6306019	25.2564	27.1328
	"Tennessee"	"47"	"2010"	"2010"	1605	6356365	23.2358	25.2503
	"Tennessee"	"47"	"2011"	"2011"	1551	6404474	22.1185	24.2174
	"Tennessee"	"47"	"2012"	"2012"	1536	6463252	21.6025	23.7651
	"Tennessee"	"47"	"2013"	"2013"	1619	6507686	22.1735	24.8783
	"Tennessee"	"47"	"2014"	"2014"	1550	6558608	20.7860	23.6331
	"Tennessee"	"47"	"2015"	"2015"	1821	6612788	24.0741	27.5376
	"Tennessee"	"47"	"2016"	"2016"	1641	6672115	21.2490	24.5949
	"Tennessee"	"47"	"2017"	"2017"	1724	6738820	22.0880	25.5831
	"Tennessee"	"47"	"2018"	"2018"	1678	6805988	20.8952	24.6548
	"Tennessee"	"47"	"2019"	"2019"	2004	6862031	24.5102	29.2042
	"Tennessee"	"47"	"2020"	"2020"	1738	6925619	20.8225	25.0952
	"Tennessee"	"47"	"2021"	"2021"	1721	6968351	20.4726	24.6974
	"Texas"	"48"	"1999"	"1999"	2189	20558220	12.2214	10.6478
	"Texas"	"48"	"2000"	"2000"	2734	20944499	14.9213	13.0535
	"Texas"	"48"	"2001"	"2001"	2945	21319622	15.6675	13.8136
	"Texas"	"48"	"2002"	"2002"	3033	21690325	15.7911	13.9832
	"Texas"	"48"	"2003"	"2003"	3147	22030931	16.2085	14.2845
	"Texas"	"48"	"2004"	"2004"	3184	22394023	15.9187	14.2181
	"Texas"	"48"	"2005"	"2005"	3078	22773020	15.0893	13.5160
	"Texas"	"48"	"2006"	"2006"	3123	23359580	14.8949	13.3692
	"Texas"	"48"	"2007"	"2007"	3356	23831983	15.6030	14.0819
	"Texas"	"48"	"2008"	"2008"	3433	24309039	15.5421	14.1223
	"Texas"	"48"	"2009"	"2009"	3409	24801761	14.9895	13.7450
	"Texas"	"48"	"2010"	"2010"	3265	25238866	14.0197	12.9364
	"Texas"	"48"	"2011"	"2011"	3941	25630837	16.5542	15.3760
	"Texas"	"48"	"2012"	"2012"	3357	26056872	13.6727	12.8834
	"Texas"	"48"	"2013"	"2013"	3520	26438948	14.0496	13.3137
	"Texas"	"48"	"2014"	"2014"	3678	26908012	14.2669	13.6688
	"Texas"	"48"	"2015"	"2015"	3849	27398609	14.6476	14.0482
	"Texas"	"48"	"2016"	"2016"	4014	27828636	14.8791	14.4240
	"Texas"	"48"	"2017"	"2017"	4231	28189190	15.2833	15.0093
	"Texas"	"48"	"2018"	"2018"	4468	28507509	15.9183	15.6731
	"Texas"	"48"	"2019"	"2019"	5252	28855292	18.1725	18.2012
	"Texas"	"48"	"2020"	"2020"	4550	29232474	15.3708	15.5649
	"Texas"	"48"	"2021"	"2021"	5234	29558864	17.3932	17.7070
	"Utah"	"49"	"1999"	"1999"	415	2203482	24.1887	18.8338
	"Utah"	"49"	"2000"	"2000"	400	2244502	22.9942	17.8213
	"Utah"	"49"	"2001"	"2001"	432	2283715	24.5432	18.9165
	"Utah"	"49"	"2002"	"2002"	420	2324815	22.8590	18.0660
	"Utah"	"49"	"2003"	"2003"	486	2360137	25.8260	20.5920
	"Utah"	"49"	"2004"	"2004"	542	2401580	28.4604	22.5685
	"Utah"	"49"	"2005"	"2005"	621	2457719	31.6953	25.2673
	"Utah"	"49"	"2006"	"2006"	665	2525507	32.7859	26.3313
	"Utah"	"49"	"2007"	"2007"	675	2597746	32.6506	25.9841
	"Utah"	"49"	"2008"	"2008"	694	2663029	32.5942	26.0605
	"Utah"	"49"	"2009"	"2009"	741	2723421	33.7325	27.2084
	"Utah"	"49"	"2010"	"2010"	827	2776098	36.4040	29.7900
	"Utah"	"49"	"2011"	"2011"	860	2818441	37.2696	30.5133
	"Utah"	"49"	"2012"	"2012"	908	2860751	38.1259	31.7399
	"Utah"	"49"	"2013"	"2013"	994	2908385	40.9139	34.1770
	"Utah"	"49"	"2014"	"2014"	1141	2950938	45.5396	38.6657
	"Utah"	"49"	"2015"	"2015"	1122	2999375	43.4565	37.4078
	"Utah"	"49"	"2016"	"2016"	1183	3063287	44.5292	38.6186
	"Utah"	"49"	"2017"	"2017"	1154	3125843	42.5131	36.9180
	"Utah"	"49"	"2018"	"2018"	1236	3180895	44.2723	38.8570
	"Utah"	"49"	"2019"	"2019"	1339	3232697	46.8443	41.4205
	"Utah"	"49"	"2020"	"2020"	1218	3283785	41.1904	37.0913
	"Utah"	"49"	"2021"	"2021"	1379	3339113	46.0341	41.2984
	"Vermont"	"50"	"1999"	"1999"	186	604683	29.8833	30.7599
	"Vermont"	"50"	"2000"	"2000"	179	609618	28.1558	29.3627
	"Vermont"	"50"	"2001"	"2001"	162	612223	25.2270	26.4609
	"Vermont"	"50"	"2002"	"2002"	182	615442	28.4686	29.5722
	"Vermont"	"50"	"2003"	"2003"	228	617858	35.1254	36.9017
	"Vermont"	"50"	"2004"	"2004"	220	619920	33.2339	35.4885
	"Vermont"	"50"	"2005"	"2005"	232	621215	34.3756	37.3462
	"Vermont"	"50"	"2006"	"2006"	201	622892	29.0937	32.2688
	"Vermont"	"50"	"2007"	"2007"	218	623481	30.7790	34.9650
	"Vermont"	"50"	"2008"	"2008"	200	624151	28.1040	32.0435
	"Vermont"	"50"	"2009"	"2009"	252	624817	34.2646	40.3318
	"Vermont"	"50"	"2010"	"2010"	220	626351	29.6915	35.1241
	"Vermont"	"50"	"2011"	"2011"	242	629629	31.6654	38.4353
	"Vermont"	"50"	"2012"	"2012"	251	630795	32.5618	39.7911
	"Vermont"	"50"	"2013"	"2013"	280	632965	35.3360	44.2363
	"Vermont"	"50"	"2014"	"2014"	307	633950	37.9051	48.4265
	"Vermont"	"50"	"2015"	"2015"	308	635990	37.9886	48.4284
	"Vermont"	"50"	"2016"	"2016"	347	636440	42.6694	54.5220
	"Vermont"	"50"	"2017"	"2017"	339	639104	41.0119	53.0430
	"Vermont"	"50"	"2018"	"2018"	322	640683	37.9554	50.2589
	"Vermont"	"50"	"2019"	"2019"	284	641853	34.2253	44.2469
	"Vermont"	"50"	"2020"	"2020"	284	642893	32.5354	44.1753
	"Vermont"	"50"	"2021"	"2021"	321	646972	37.0671	49.6157
	"Virginia"	"51"	"1999"	"1999"	1069	7000174	15.7087	15.2710
	"Virginia"	"51"	"2000"	"2000"	1122	7105817	16.2393	15.7899
	"Virginia"	"51"	"2001"	"2001"	1109	7198362	15.7044	15.4063
	"Virginia"	"51"	"2002"	"2002"	1335	7286873	18.5279	18.3206
	"Virginia"	"51"	"2003"	"2003"	1284	7366977	17.4999	17.4291
	"Virginia"	"51"	"2004"	"2004"	1409	7475575	18.8889	18.8480
	"Virginia"	"51"	"2005"	"2005"	1706	7577105	22.4262	22.5152
	"Virginia"	"51"	"2006"	"2006"	1735	7673725	22.4814	22.6096
	"Virginia"	"51"	"2007"	"2007"	1939	7751000	24.4993	25.0161
	"Virginia"	"51"	"2008"	"2008"	1766	7833496	22.0820	22.5442
	"Virginia"	"51"	"2009"	"2009"	1669	7925937	20.4176	21.0574
	"Virginia"	"51"	"2010"	"2010"	1677	8025154	20.0353	20.8968
