"Notes"	"States"	"States Code"	"Year"	"Year Code"	Count	Population	Age-Adjusted Rate	Crude Rate
	"Virginia"	"51"	"2011"	"2011"	1701	8108207	19.9463	20.9787
	"Virginia"	"51"	"2012"	"2012"	1653	8197707	18.8731	20.1642
	"Virginia"	"51"	"2013"	"2013"	1999	8270503	22.2419	24.1702
	"Virginia"	"51"	"2014"	"2014"	1987	8334299	21.6964	23.8412
	"Virginia"	"51"	"2015"	"2015"	1881	8390504	20.4160	22.4182
	"Virginia"	"51"	"2016"	"2016"	2021	8444897	21.2831	23.9316
	"Virginia"	"51"	"2017"	"2017"	2292	8502171	23.8638	26.9578
	"Virginia"	"51"	"2018"	"2018"	2272	8546408	22.8814	26.5843
	"Virginia"	"51"	"2019"	"2019"	2462	8596990	24.3324	28.6379
	"Virginia"	"51"	"2020"	"2020"	2139	8636471	20.9619	24.7671
	"Virginia"	"51"	"2021"	"2021"	2171	8657365	20.9351	25.0769
	"Washington"	"53"	"1999"	"1999"	1344	5842564	23.7236	23.0036
	"Washington"	"53"	"2000"	"2000"	1475	5910512	25.5675	24.9555
	"Washington"	"53"	"2001"	"2001"	1453	5985722	24.8696	24.2744
	"Washington"	"53"	"2002"	"2002"	1463	6052349	24.5667	24.1724
	"Washington"	"53"	"2003"	"2003"	1549	6104115	25.6448	25.3763
	"Washington"	"53"	"2004"	"2004"	1770	6178645	28.6192	28.6471
	"Washington"	"53"	"2005"	"2005"	1795	6257305	28.3677	28.6865
	"Washington"	"53"	"2006"	"2006"	1779	6370753	27.3231	27.9245
	"Washington"	"53"	"2007"	"2007"	1747	6461587	26.1861	27.0367
	"Washington"	"53"	"2008"	"2008"	1907	6562231	28.1072	29.0602
	"Washington"	"53"	"2009"	"2009"	1919	6667426	27.6026	28.7817
	"Washington"	"53"	"2010"	"2010"	2082	6743763	29.4476	30.8730
	"Washington"	"53"	"2011"	"2011"	2091	6831076	29.0654	30.6101
	"Washington"	"53"	"2012"	"2012"	2091	6904891	28.1382	30.2829
	"Washington"	"53"	"2013"	"2013"	2197	6975101	28.9778	31.4978
	"Washington"	"53"	"2014"	"2014"	2296	7068832	29.6717	32.4806
	"Washington"	"53"	"2015"	"2015"	2329	7181177	29.1772	32.4320
	"Washington"	"53"	"2016"	"2016"	2310	7316335	28.3437	31.5732
	"Washington"	"53"	"2017"	"2017"	2492	7446641	29.6988	33.4648
	"Washington"	"53"	"2018"	"2018"	2415	7548220	27.9574	31.9943
	"Washington"	"53"	"2019"	"2019"	2705	7638484	31.1258	35.4128
	"Washington"	"53"	"2020"	"2020"	2300	7724031	25.7922	29.7772
	"Washington"	"53"	"2021"	"2021"	2469	7740745	27.1559	31.8962
	"West Virginia"	"54"	"1999"	"1999"	341	1811799	17.0031	18.8211
	"West Virginia"	"54"	"2000"	"2000"	341	1807021	16.8569	18.8708
	"West Virginia"	"54"	"2001"	"2001"	371	1801481	18.5638	20.5942
	"West Virginia"	"54"	"2002"	"2002"	377	1805414	18.4834	20.8816
	"West Virginia"	"54"	"2003"	"2003"	350	1812295	16.8824	19.3125
	"West Virginia"	"54"	"2004"	"2004"	436	1816438	20.6881	24.0030
	"West Virginia"	"54"	"2005"	"2005"	406	1820492	19.3027	22.3017
	"West Virginia"	"54"	"2006"	"2006"	412	1827912	19.5089	22.5394
	"West Virginia"	"54"	"2007"	"2007"	445	1834052	20.8153	24.2632
	"West Virginia"	"54"	"2008"	"2008"	466	1840310	21.6653	25.3218
	"West Virginia"	"54"	"2009"	"2009"	515	1847775	23.9727	27.8714
	"West Virginia"	"54"	"2010"	"2010"	497	1854428	22.3094	26.8007
	"West Virginia"	"54"	"2011"	"2011"	525	1857508	23.6144	28.2637
	"West Virginia"	"54"	"2012"	"2012"	513	1859012	22.6807	27.5953
	"West Virginia"	"54"	"2013"	"2013"	476	1856971	20.8372	25.6331
	"West Virginia"	"54"	"2014"	"2014"	489	1853340	21.8024	26.3848
	"West Virginia"	"54"	"2015"	"2015"	531	1846651	23.2040	28.7548
	"West Virginia"	"54"	"2016"	"2016"	562	1836221	24.1011	30.6063
	"West Virginia"	"54"	"2017"	"2017"	601	1822823	25.1951	32.9708
	"West Virginia"	"54"	"2018"	"2018"	595	1810562	25.2144	32.8627
	"West Virginia"	"54"	"2019"	"2019"	583	1800427	24.4836	32.3812
	"West Virginia"	"54"	"2020"	"2020"	521	1791420	22.0016	29.0831
	"West Virginia"	"54"	"2021"	"2021"	671	1785526	28.3074	37.5800
	"Wisconsin"	"55"	"1999"	"1999"	725	5332666	13.4456	13.5955
	"Wisconsin"	"55"	"2000"	"2000"	881	5373999	16.1601	16.3938
	"Wisconsin"	"55"	"2001"	"2001"	913	5406835	16.5805	16.8860
	"Wisconsin"	"55"	"2002"	"2002"	918	5445162	16.4995	16.8590
	"Wisconsin"	"55"	"2003"	"2003"	895	5479203	15.7927	16.3345
	"Wisconsin"	"55"	"2004"	"2004"	915	5514026	15.8409	16.5940
	"Wisconsin"	"55"	"2005"	"2005"	1034	5546166	17.8375	18.6435
	"Wisconsin"	"55"	"2006"	"2006"	1122	5577655	19.1506	20.1160
	"Wisconsin"	"55"	"2007"	"2007"	1184	5610775	19.8543	21.1023
	"Wisconsin"	"55"	"2008"	"2008"	1233	5640996	20.3207	21.8578
	"Wisconsin"	"55"	"2009"	"2009"	1324	5669264	21.6176	23.3540
	"Wisconsin"	"55"	"2010"	"2010"	1486	5692094	23.8587	26.1064
	"Wisconsin"	"55"	"2011"	"2011"	1473	5713582	23.2167	25.7807
	"Wisconsin"	"55"	"2012"	"2012"	1621	5734585	25.2313	28.2671
	"Wisconsin"	"55"	"2013"	"2013"	1588	5757711	24.1471	27.5804
	"Wisconsin"	"55"	"2014"	"2014"	1752	5778715	26.3311	30.3182
	"Wisconsin"	"55"	"2015"	"2015"	1775	5794297	26.3674	30.6336
	"Wisconsin"	"55"	"2016"	"2016"	1853	5812359	26.9722	31.8803
	"Wisconsin"	"55"	"2017"	"2017"	1813	5836099	26.1385	31.0653
	"Wisconsin"	"55"	"2018"	"2018"	1725	5858390	24.4032	29.4449
	"Wisconsin"	"55"	"2019"	"2019"	1788	5879993	25.2252	30.4082
	"Wisconsin"	"55"	"2020"	"2020"	1753	5896271	23.9772	29.7307
	"Wisconsin"	"55"	"2021"	"2021"	2141	5880101	28.9822	36.4109
	"Wyoming"	"56"	"1999"	"1999"	99	491780	20.5688	20.1310
	"Wyoming"	"56"	"2000"	"2000"	105	494300	21.7328	21.2422
	"Wyoming"	"56"	"2001"	"2001"	124	494657	24.7497	25.0679
	"Wyoming"	"56"	"2002"	"2002"	85	500017	17.3062	16.9994
	"Wyoming"	"56"	"2003"	"2003"	104	503453	20.3793	20.6573
	"Wyoming"	"56"	"2004"	"2004"	120	509106	23.0829	23.5707
	"Wyoming"	"56"	"2005"	"2005"	132	514157	24.2566	25.6731
	"Wyoming"	"56"	"2006"	"2006"	108	522667	19.9849	20.6633
	"Wyoming"	"56"	"2007"	"2007"	108	534876	19.2103	20.1916
	"Wyoming"	"56"	"2008"	"2008"	135	546043	23.5371	24.7233
	"Wyoming"	"56"	"2009"	"2009"	130	559851	22.3524	23.2205
	"Wyoming"	"56"	"2010"	"2010"	183	564429	31.6168	32.4221
	"Wyoming"	"56"	"2011"	"2011"	135	566898	22.6082	23.8138
	"Wyoming"	"56"	"2012"	"2012"	142	575540	23.8639	24.6725
	"Wyoming"	"56"	"2013"	"2013"	151	580983	23.6687	25.9904
	"Wyoming"	"56"	"2014"	"2014"	185	580983	29.0782	31.8426
	"Wyoming"	"56"	"2015"	"2015"	166	583719	25.3664	28.4383
	"Wyoming"	"56"	"2016"	"2016"	150	582021	22.3052	25.7723
	"Wyoming"	"56"	"2017"	"2017"	183	576248	27.2337	31.7572
	"Wyoming"	"56"	"2018"	"2018"	201	574787	29.9047	34.9695
	"Wyoming"	"56"	"2019"	"2019"	201	575356	29.2589	34.9349
	"Wyoming"	"56"	"2020"	"2020"	153	577605	21.7972	26.4887
	"Wyoming"	"56"	"2021"	"2021"	195	579483	26.9049	33.6507
"---"
"Dataset: United States and Puerto Rico Cancer Statistics, 1999-2021 Incidence"
"Query Parameters:"
"Cancer Sites: Skin excluding Basal and Squamous"
"Group By: States; Year"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Standard Population: 2000 U.S. Std. Million"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cancer-v2021.html for more information."
"---"
"Query Date: Dec 6, 2024 2:32:14 PM"
"---"
"Suggested Citation: United States Cancer Statistics - Incidence: 1999 - 2021, WONDER Online Database. United States Department"
"of Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute; 2023 submission; 2024"
"release. Accessed at http://wonder.cdc.gov/cancer-v2021.html on Dec 6, 2024 2:32:14 PM"
"---"
Caveats:
"1. 'Not Applicable' is displayed for Population when it is not available, and for Age Adjusted Rates, Crude Rates, 95%"
"Confidence Interval, and Standard Error when they cannot be calculated due to lack of denominator population."
"2. 'Missing' is displayed for a combination of states/territories/MSAs and years that did not meet the United States Cancer"
"Statistics (USCS) publication standard or did not allow permission for their data to be used."
"3. These states are missing data for the indicated year: Indiana 2020-2021; Mississippi 1999-2002; South Dakota 1999-2000."
"4. Data are from selected statewide and metropolitan area cancer registries that meet data quality criteria. Incidence data"
"shown for the United States are diagnoses and populations from included registries only."
"5. Information on primary site, behavior, and histology was coded according to the International Classification of Diseases for"
"Oncology, Third Edition (ICD-O-3) and categorized according to the revised SEER recodes dated March 1, 2018, which define"
"standard groupings of primary cancer sites."
"6. For the 2005 year, the Census Bureau estimates that 203,937 persons were displaced from Alabama, Louisiana, Mississippi and"
"Texas due to Hurricanes Katrina and Rita. CDC WONDER does not include the displaced persons in the 2005 population counts for"
"these states, nor are these counts included in the summary populations for the affected division, regions or national"
"population. However, the USCS web site does include these displaced persons in the national population figures for 2005."
